name,id,votes,percent,candidate,party
Regina--Lewvan,47007,298,0.6%,Wojciech K Dolata,Libertarien
Regina--Lewvan,47007,839,1.8%,Tamela Friesen,Parti Vert
Regina--Lewvan,47007,13143,27.5%,Louis Browne,Libéral
Regina--Lewvan,47007,16711,34.9%,Trent Fraser,Conservateur
Regina--Lewvan,47007,16843,35.2%,Erin Weir,NPD-Nouveau Parti Démocratique
Regina--Qu'Appelle,47008,852,2.3%,Greg Chatterson,Parti Vert
Regina--Qu'Appelle,47008,8401,22.8%,Della Anaquod,Libéral
Regina--Qu'Appelle,47008,11144,30.2%,Nial Kuyek,NPD-Nouveau Parti Démocratique
Regina--Qu'Appelle,47008,16486,44.7%,Andrew Scheer,Conservateur
Regina--Wascana,47009,878,2.1%,Frances Simonson,Parti Vert
Regina--Wascana,47009,5362,12.6%,April Bourgeois,NPD-Nouveau Parti Démocratique
Regina--Wascana,47009,12931,30.3%,Michael Kram,Conservateur
Regina--Wascana,47009,23552,55.1%,Ralph Goodale,Libéral
Saskatoon--Grasswood,47010,846,1.8%,Mark Bigland-Pritchard,Parti Vert
Saskatoon--Grasswood,47010,12165,26.4%,Tracy Muggli,Libéral
Saskatoon--Grasswood,47010,13909,30.2%,Scott Bell,NPD-Nouveau Parti Démocratique
Saskatoon--Grasswood,47010,19166,41.6%,Kevin Waugh,Conservateur
Saskatoon--University,47011,93,0.2%,Eric Matthew Schalm,Rhinocéros
Saskatoon--University,47011,686,1.5%,Valerie Harvey,Parti Vert
Saskatoon--University,47011,11287,25.2%,Cynthia Marie Block,Libéral
Saskatoon--University,47011,14115,31.5%,Claire Card,NPD-Nouveau Parti Démocratique
Saskatoon--University,47011,18592,41.5%,Brad Trost,Conservateur
Saskatoon West/Saskatoon-Ouest,47012,230,0.6%,Bronek Hart,Libertarien
Saskatoon West/Saskatoon-Ouest,47012,271,0.7%,Jim Pankiw Canada Party,Parti Canada
Saskatoon West/Saskatoon-Ouest,47012,658,1.7%,Lois Carol Mitchell,Parti Vert
Saskatoon West/Saskatoon-Ouest,47012,9234,24.5%,Lisa Abbott,Libéral
Saskatoon West/Saskatoon-Ouest,47012,12401,32.9%,Randy Donauer,Conservateur
Saskatoon West/Saskatoon-Ouest,47012,14921,39.6%,Sheri Benson,NPD-Nouveau Parti Démocratique
Souris--Moose Mountain,47013,994,2.6%,Bob Deptuck,Parti Vert
Souris--Moose Mountain,47013,5076,13.5%,Steven Bebbington,Libéral
Souris--Moose Mountain,47013,5131,13.7%,Vicky O'Dell,NPD-Nouveau Parti Démocratique
Souris--Moose Mountain,47013,26315,70.1%,Robert Gordon Kitchen,Conservateur
Yorkton--Melville,47014,1030,2.8%,Elaine Marie Hughes,Parti Vert
Yorkton--Melville,47014,6504,17.8%,Brooke Taylor Malinoski,Libéral
Yorkton--Melville,47014,7396,20.2%,Doug Ottenbreit,NPD-Nouveau Parti Démocratique
Yorkton--Melville,47014,21683,59.2%,Cathay Wagantall,Conservateur
Banff--Airdrie,48001,2509,3.8%,Mike MacDonald,Parti Vert
Banff--Airdrie,48001,4521,6.8%,Joanne Boissonneault,NPD-Nouveau Parti Démocratique
Banff--Airdrie,48001,17380,26.1%,Marlo Raynolds,Libéral
Banff--Airdrie,48001,42228,63.4%,Blake Richards,Conservateur
Battle River--Crowfoot,48002,1868,3.2%,Gary Kelly,Parti Vert
Battle River--Crowfoot,48002,3844,6.5%,Katherine Swampy,NPD-Nouveau Parti Démocratique
Battle River--Crowfoot,48002,5505,9.4%,Andy Kowalski,Libéral
Battle River--Crowfoot,48002,47552,80.9%,Kevin Sorenson,Conservateur
Bow River,48003,83,0.2%,Fahed Khalid Democratic Advancement,Avancement de la Démocratie
Bow River,48003,280,0.6%,Frans VandeStroet,Parti de l'Héritage Chrétien
Bow River,48003,543,1.1%,Andrew Kucy,Indépendant
Bow River,48003,919,1.8%,Rita Ann Fromholt,Parti Vert
Bow River,48003,2622,5.2%,Lynn MacWilliam,NPD-Nouveau Parti Démocratique
Bow River,48003,6840,13.7%,William MacDonald Alexander,Libéral
Bow River,48003,38701,77.4%,Martin Shields,Conservateur
Calgary Centre/Calgary-Centre,48004,248,0.4%,Yogi Henderson,Indépendant
Calgary Centre/Calgary-Centre,48004,1347,2.2%,Thana Boonlert,Parti Vert
Calgary Centre/Calgary-Centre,48004,3412,5.6%,Jillian Ratti,NPD-Nouveau Parti Démocratique
Calgary Centre/Calgary-Centre,48004,27746,45.3%,Joan Crockatt,Conservateur
Calgary Centre/Calgary-Centre,48004,28496,46.5%,Kent Hehr,Libéral
Calgary Confederation,48005,140,0.2%,Kevan Hunter,Marxiste-Léniniste
Calgary Confederation,48005,2146,3.2%,Natalie Odd,Parti Vert
Calgary Confederation,48005,4770,7.1%,Kirk Heuser,NPD-Nouveau Parti Démocratique
Calgary Confederation,48005,29083,43.5%,Matt Grant,Libéral
Calgary Confederation,48005,30669,45.9%,Len Webber,Conservateur
Calgary Forest Lawn,48006,134,0.3%,Max Veress Democratic Advancement,Avancement de la Démocratie
Calgary Forest Lawn,48006,390,1%,Jason Devine,Communiste
Calgary Forest Lawn,48006,832,2%,Matt Badura,Libertarien
Calgary Forest Lawn,48006,1229,3%,Judson Hansell,Parti Vert
Calgary Forest Lawn,48006,4006,9.8%,Abdou Souraya,NPD-Nouveau Parti Démocratique
Calgary Forest Lawn,48006,14762,36%,Cam Stewart,Libéral
Calgary Forest Lawn,48006,19694,48%,Deepak Obhrai,Conservateur
Calgary Heritage,48007,61,0.1%,Nicolas Duchastel de Montrouge,Indépendant
Calgary Heritage,48007,73,0.1%,Korry Zepik,Indépendant
Calgary Heritage,48007,114,0.2%,Larry R. Heather,Indépendant
Calgary Heritage,48007,246,0.4%,Steven Paolasini,Libertarien
Calgary Heritage,48007,1246,2.1%,Kelly Christie,Parti Vert
Calgary Heritage,48007,4255,7.3%,Matt Masters Burgener,NPD-Nouveau Parti Démocratique
Calgary Heritage,48007,15172,26%,Brendan Miles,Libéral
Calgary Heritage,48007,37263,63.8%,Stephen J. Harper,Conservateur
Calgary Midnapore,48008,145,0.2%,Peggy Askin,Marxiste-Léniniste
Calgary Midnapore,48008,1691,2.7%,Brennan Wauters,Parti Vert
Calgary Midnapore,48008,4915,7.7%,Laura Weston,NPD-Nouveau Parti Démocratique
Calgary Midnapore,48008,14396,22.6%,Haley Brown,Libéral
Calgary Midnapore,48008,42415,66.7%,Jason Kenney,Conservateur
Calgary Nose Hill,48009,184,0.3%,Faizan Butt Democratic Advancement,Avancement de la Démocratie
Calgary Nose Hill,48009,727,1.3%,Edward Gao,Libertarien
Calgary Nose Hill,48009,1384,2.5%,Laurie Scheer,Parti Vert
Calgary Nose Hill,48009,4836,8.9%,Bruce Kaufman,NPD-Nouveau Parti Démocratique
Calgary Nose Hill,48009,14671,26.9%,Robert Prcic,Libéral
Calgary Nose Hill,48009,32760,60%,Michelle Rempel,Conservateur
Calgary Rocky Ridge,48010,1360,2.1%,Catriona Wright,Parti Vert
Calgary Rocky Ridge,48010,3665,5.8%,Stephanie Kot,NPD-Nouveau Parti Démocratique
Calgary Rocky Ridge,48010,20038,31.7%,Nirmala Naidoo,Libéral
Calgary Rocky Ridge,48010,38229,60.4%,Pat Kelly,Conservateur
Calgary Shepard,48011,1734,2.6%,Graham MacKenzie,Parti Vert
Calgary Shepard,48011,4532,6.8%,Dany Allard,NPD-Nouveau Parti Démocratique
Calgary Shepard,48011,16379,24.7%,Jerome James,Libéral
Calgary Shepard,48011,43706,65.9%,Tom Kmiec,Conservateur
Calgary Signal Hill,48012,160,0.3%,Jesse Rau,Parti de l'Héritage Chrétien
Calgary Signal Hill,48012,679,1.1%,Tim Moen,Libertarien
Calgary Signal Hill,48012,1586,2.5%,Taryn Knorren,Parti Vert
Calgary Signal Hill,48012,3128,5%,Khalis Ahmed,NPD-Nouveau Parti Démocratique
Calgary Signal Hill,48012,19108,30.6%,Kerry Cundal,Libéral
Calgary Signal Hill,48012,37858,60.6%,Ron Liepert,Conservateur
Calgary Skyview,48013,88,0.2%,Daniel Blanchard,Marxiste-Léniniste
Calgary Skyview,48013,182,0.4%,Joseph Young,Indépendant
Calgary Skyview,48013,786,1.7%,Stephen Garvey Democratic Advancement,Avancement de la Démocratie
Calgary Skyview,48013,846,1.9%,Ed Reddy,Parti Vert
Calgary Skyview,48013,957,2.1%,Najeeb Butt,Parti PC
Calgary Skyview,48013,3605,8%,Sahajvir Singh,NPD-Nouveau Parti Démocratique
Calgary Skyview,48013,17885,39.8%,Devinder Shory,Conservateur
Calgary Skyview,48013,20644,45.9%,Darshan Singh Kang,Libéral
Edmonton Centre/Edmonton-Centre,48014,163,0.3%,Kat Yaki,Indépendant
Edmonton Centre/Edmonton-Centre,48014,257,0.5%,Steven Stauffer,Rhinocéros
Edmonton Centre/Edmonton-Centre,48014,1403,2.6%,David Parker,Parti Vert
Edmonton Centre/Edmonton-Centre,48014,13084,24.5%,Gil McGowan,NPD-Nouveau Parti Démocratique
Edmonton Centre/Edmonton-Centre,48014,18703,35%,James Cumming,Conservateur
Edmonton Centre/Edmonton-Centre,48014,19902,37.2%,Randy Boissonnault,Libéral
Edmonton Griesbach,48015,112,0.2%,Mary Joyce,Marxiste-Léniniste
Edmonton Griesbach,48015,144,0.3%,Bun Bun Thompson,Rhinocéros
Edmonton Griesbach,48015,279,0.6%,Linda Northcott,Radical Marijuana
Edmonton Griesbach,48015,415,0.9%,Maryna Goncharenko,Libertarien
Edmonton Griesbach,48015,1129,2.4%,Heather Workman,Parti Vert
Edmonton Griesbach,48015,10397,21.7%,Brian Gold,Libéral
Edmonton Griesbach,48015,16309,34%,Janis Irwin,NPD-Nouveau Parti Démocratique
Edmonton Griesbach,48015,19157,40%,Kerry Diotte,Conservateur
Edmonton Manning,48016,125,0.3%,André Vachon,Marxiste-Léniniste
Edmonton Manning,48016,540,1.1%,Mebreate Deres,Indépendant
Edmonton Manning,48016,1079,2.2%,Chris Vallee,Parti Vert
Edmonton Manning,48016,11582,23.6%,Aaron Paquette,NPD-Nouveau Parti Démocratique
Edmonton Manning,48016,13509,27.6%,Sukhdev Aujla,Libéral
Edmonton Manning,48016,22166,45.2%,Ziad Aboultaif,Conservateur
Edmonton Mill Woods,48017,96,0.2%,Naomi Rankin,Communiste
Edmonton Mill Woods,48017,285,0.6%,Peter Downing,Parti de l'Héritage Chrétien
Edmonton Mill Woods,48017,396,0.8%,Allen K.W. Paley,Libertarien
Edmonton Mill Woods,48017,560,1.1%,Colin Stubbs,Indépendant
Edmonton Mill Woods,48017,1096,2.2%,Ralph McLean,Parti Vert
Edmonton Mill Woods,48017,6330,12.8%,Jasvir Deol,NPD-Nouveau Parti Démocratique
Edmonton Mill Woods,48017,20331,41.1%,Tim Uppal,Conservateur
Edmonton Mill Woods,48017,20423,41.2%,Amarjeet Sohi,Libéral
Edmonton Riverbend,48018,386,0.7%,Steven Lack,Libertarien
Edmonton Riverbend,48018,1275,2.2%,Valerie Kennedy,Parti Vert
Edmonton Riverbend,48018,9846,17.1%,Brian Fleck,NPD-Nouveau Parti Démocratique
Edmonton Riverbend,48018,17428,30.2%,Tariq Chaudary,Libéral
Edmonton Riverbend,48018,28805,49.9%,Matt Jeneroux,Conservateur
Edmonton Strathcona,48019,93,0.2%,Dougal MacDonald,Marxiste-Léniniste
Edmonton Strathcona,48019,107,0.2%,Andrew Schurman,Indépendant
Edmonton Strathcona,48019,116,0.2%,Chris Jones,Indépendant
Edmonton Strathcona,48019,133,0.2%,Donovan Eckstrom,Rhinocéros
Edmonton Strathcona,48019,201,0.4%,Ryan Bromsgrove Pirate,Pirate
Edmonton Strathcona,48019,311,0.6%,Malcolm Stinson,Libertarien
Edmonton Strathcona,48019,1278,2.3%,Jacob K. Binnema,Parti Vert
Edmonton Strathcona,48019,11524,20.7%,Eleanor Olszewski,Libéral
Edmonton Strathcona,48019,17395,31.3%,Len Thom,Conservateur
Edmonton Strathcona,48019,24446,44%,Linda Duncan,NPD-Nouveau Parti Démocratique
Edmonton West/Edmonton-Ouest,48020,105,0.2%,Peggy Morton,Marxiste-Léniniste
Edmonton West/Edmonton-Ouest,48020,341,0.6%,Alexander Dussault,Libertarien
Edmonton West/Edmonton-Ouest,48020,1037,1.9%,Pamela Leslie Bryan,Parti Vert
Edmonton West/Edmonton-Ouest,48020,6955,13%,Heather MacKenzie,NPD-Nouveau Parti Démocratique
Edmonton West/Edmonton-Ouest,48020,18649,34.9%,Karen Leibovici,Libéral
Edmonton West/Edmonton-Ouest,48020,26370,49.3%,Kelly McCauley,Conservateur
Edmonton--Wetaskiwin,48021,495,0.7%,Brayden Whitlock,Libertarien
Edmonton--Wetaskiwin,48021,1595,2.3%,Joy-Ann Hut,Parti Vert
Edmonton--Wetaskiwin,48021,6645,9.7%,Fritz K. Bitz,NPD-Nouveau Parti Démocratique
Edmonton--Wetaskiwin,48021,14660,21.5%,Jacqueline Biollo,Libéral
Edmonton--Wetaskiwin,48021,44949,65.8%,Mike Lake,Conservateur
Foothills,48022,345,0.6%,Marc Slingerland,Parti de l'Héritage Chrétien
Foothills,48022,424,0.7%,Cory Morgan,Libertarien
Foothills,48022,1983,3.3%,Romy S. Tittel,Parti Vert
Foothills,48022,3919,6.4%,Alison Thompson,NPD-Nouveau Parti Démocratique
Foothills,48022,8149,13.4%,Tanya MacPherson,Libéral
Foothills,48022,46166,75.7%,John Barlow,Conservateur
Fort McMurray--Cold Lake,48023,280,0.6%,Roelof Janssen,Parti de l'Héritage Chrétien
Fort McMurray--Cold Lake,48023,552,1.2%,Scott Berry,Libertarien
Fort McMurray--Cold Lake,48023,743,1.6%,Brian Deheer,Parti Vert
Fort McMurray--Cold Lake,48023,3663,7.7%,Melody Lepine,NPD-Nouveau Parti Démocratique
Fort McMurray--Cold Lake,48023,13403,28.4%,Kyle Harrietha,Libéral
Fort McMurray--Cold Lake,48023,28625,60.6%,David Yurdiga,Conservateur
Grande Prairie--Mackenzie,48024,613,1.1%,Dylan Thompson,Libertarien
Grande Prairie--Mackenzie,48024,1673,3.1%,James David Friesen,Parti Vert
Grande Prairie--Mackenzie,48024,4343,8.1%,Saba Mossagizi,NPD-Nouveau Parti Démocratique
Grande Prairie--Mackenzie,48024,7819,14.7%,Reagan Johnston,Libéral
Grande Prairie--Mackenzie,48024,38895,72.9%,Chris Warkentin,Conservateur
Lakeland,48025,601,1.1%,Robert George McFadzean,Libertarien
Lakeland,48025,1283,2.3%,Danielle Montgomery,Parti Vert
Lakeland,48025,5513,10.1%,Duane Zaraska,NPD-Nouveau Parti Démocratique
Lakeland,48025,7500,13.7%,Garry Parenteau,Libéral
Lakeland,48025,39882,72.8%,Shannon Stubbs,Conservateur
Lethbridge,48026,209,0.4%,Solly Krygier-Paine,Rhinocéros
Lethbridge,48026,746,1.3%,Geoffrey Capp,Parti de l'Héritage Chrétien
Lethbridge,48026,1461,2.6%,Kas MacMillan,Parti Vert
Lethbridge,48026,10532,18.5%,Mike Pyne,Libéral
Lethbridge,48026,11674,20.5%,Cheryl Meheden,NPD-Nouveau Parti Démocratique
Lethbridge,48026,32321,56.8%,Rachael Harder,Conservateur
Medicine Hat--Cardston--Warner,48027,500,1%,John Clayton Turner,Indépendant
Medicine Hat--Cardston--Warner,48027,1319,2.6%,Brent Smith,Parti Vert
Medicine Hat--Cardston--Warner,48027,4897,9.7%,Erin Weir,NPD-Nouveau Parti Démocratique
Medicine Hat--Cardston--Warner,48027,9085,17.9%,Glen Allan,Libéral
Medicine Hat--Cardston--Warner,48027,34849,68.8%,Jim Hillyer,Conservateur
Peace River--Westlock,48028,443,0.9%,Jeremy Sergeew,Libertarien
Peace River--Westlock,48028,1247,2.5%,Sabrina Lee Levac,Parti Vert
Peace River--Westlock,48028,6360,12.8%,Chris Brown,Libéral
Peace River--Westlock,48028,7127,14.4%,Cameron Alexis,NPD-Nouveau Parti Démocratique
Peace River--Westlock,48028,34342,69.4%,Arnold Viersen,Conservateur
Red Deer--Mountain View,48029,312,0.5%,Scott Milne Pirate,Pirate
Red Deer--Mountain View,48029,445,0.7%,James Walper,Libertarien
Red Deer--Mountain View,48029,1621,2.6%,Simon Oleny,Parti Vert
Red Deer--Mountain View,48029,5233,8.4%,Paul Harris,NPD-Nouveau Parti Démocratique
Red Deer--Mountain View,48029,8356,13.4%,Chandra Lescia Kastern,Libéral
Red Deer--Mountain View,48029,46245,74.3%,Earl Dreeshen,Conservateur
Red Deer--Lacombe,48030,1773,2.9%,Les Kuzyk,Parti Vert
Red Deer--Lacombe,48030,7055,11.4%,Doug Hart,NPD-Nouveau Parti Démocratique
Red Deer--Lacombe,48030,9235,15%,Jeff Rock,Libéral
Red Deer--Lacombe,48030,43599,70.7%,Blaine Calkins,Conservateur
St. Albert--Edmonton,48031,821,1.4%,Andrea Oldham,Parti Vert
St. Albert--Edmonton,48031,6609,11.2%,Darlene Malayko,NPD-Nouveau Parti Démocratique
St. Albert--Edmonton,48031,11652,19.7%,Brent Rathgeber,Indépendant
St. Albert--Edmonton,48031,13343,22.5%,Beatrice Ghettuba,Libéral
St. Albert--Edmonton,48031,26783,45.2%,Michael Cooper,Conservateur
Sherwood Park--Fort Saskatchewan,48032,678,1%,Stephen C. Burry,Libertarien
Sherwood Park--Fort Saskatchewan,48032,1563,2.3%,James Ford,Indépendant
Sherwood Park--Fort Saskatchewan,48032,1648,2.5%,Brandie Harrop,Parti Vert
Sherwood Park--Fort Saskatchewan,48032,6540,9.8%,Joanne Cave,NPD-Nouveau Parti Démocratique
Sherwood Park--Fort Saskatchewan,48032,13615,20.4%,Rod Frank,Libéral
Sherwood Park--Fort Saskatchewan,48032,42642,63.9%,Garnett Genuis,Conservateur
Sturgeon River--Parkland,48033,690,1.1%,Ernest Chauvet,Parti de l'Héritage Chrétien
Sturgeon River--Parkland,48033,1875,3%,Brendon Greene,Parti Vert
Sturgeon River--Parkland,48033,6166,10%,Guy Desforges,NPD-Nouveau Parti Démocratique
Sturgeon River--Parkland,48033,9586,15.6%,Travis Dueck,Libéral
Sturgeon River--Parkland,48033,43220,70.2%,Rona Ambrose,Conservateur
Yellowhead,48034,817,1.6%,Cory Lystang,Libertarien
Yellowhead,48034,1538,2.9%,Sandra Wolf Lange,Parti Vert
Yellowhead,48034,4753,9%,Ken Kuzminski,NPD-Nouveau Parti Démocratique
Yellowhead,48034,7467,14.2%,Ryan Maguhn,Libéral
Yellowhead,48034,37950,72.3%,Jim Eglinski,Conservateur
Abbotsford,59001,109,0.2%,David MacKay,Marxiste-Léniniste
Abbotsford,59001,2416,5%,Stephen Fowler,Parti Vert
Abbotsford,59001,6593,13.7%,Jen Martel,NPD-Nouveau Parti Démocratique
Abbotsford,59001,15777,32.8%,Peter Njenga,Libéral
Abbotsford,59001,23229,48.3%,Ed Fast,Conservateur
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,43,0.1%,Brian Sproule,Marxiste-Léniniste
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,126,0.2%,Brent Jantzen,Communiste
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,207,0.4%,Helen Hee Soon Chang,Indépendant
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,252,0.5%,Chris Tylor,Libertarien
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,2765,5.3%,Lynne Quarmby,Parti Vert
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,14612,27.8%,Mike Little,Conservateur
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,15537,29.6%,Carol Baird Ellan,NPD-Nouveau Parti Démocratique
Burnaby North--Seymour/Burnaby-Nord--Seymour,59002,18938,36.1%,Terry Beech,Libéral
Burnaby South/Burnaby-Sud,59003,499,1.1%,Liz Jaluague,Libertarien
Burnaby South/Burnaby-Sud,59003,1306,2.8%,Wyatt Tessari,Parti Vert
Burnaby South/Burnaby-Sud,59003,12441,27.1%,Grace Seear,Conservateur
Burnaby South/Burnaby-Sud,59003,15547,33.9%,Adam Pankratz,Libéral
Burnaby South/Burnaby-Sud,59003,16094,35.1%,Kennedy Stewart,NPD-Nouveau Parti Démocratique
Cariboo--Prince George,59004,327,0.6%,Adam De Kroon,Parti de l'Héritage Chrétien
Cariboo--Prince George,59004,402,0.7%,Gordon Campbell,Aucune appartenance
Cariboo--Prince George,59004,657,1.2%,Sheldon Clare,Indépendant
Cariboo--Prince George,59004,1860,3.5%,Richard Edward Jaques,Parti Vert
Cariboo--Prince George,59004,13879,25.8%,Trent Derrick,NPD-Nouveau Parti Démocratique
Cariboo--Prince George,59004,16921,31.5%,Tracy Calogheros,Libéral
Cariboo--Prince George,59004,19688,36.6%,Todd Doherty,Conservateur
Central Okanagan--Similkameen--Nicola,59005,2436,3.9%,Robert Mellalieu,Parti Vert
Central Okanagan--Similkameen--Nicola,59005,11961,19.3%,Angelique Wood,NPD-Nouveau Parti Démocratique
Central Okanagan--Similkameen--Nicola,59005,23059,37.2%,Karley Scott,Libéral
Central Okanagan--Similkameen--Nicola,59005,24517,39.6%,Dan Albas,Conservateur
Chilliwack--Hope,59006,82,0.2%,Dorothy-Jean O'Donnell,Marxiste-Léniniste
Chilliwack--Hope,59006,416,0.8%,Alexander Johnson,Libertarien
Chilliwack--Hope,59006,2386,4.7%,Thomas Cheney,Parti Vert
Chilliwack--Hope,59006,9218,18.2%,Seonaigh MacPherson,NPD-Nouveau Parti Démocratique
Chilliwack--Hope,59006,17114,33.8%,Louis De Jaeger,Libéral
Chilliwack--Hope,59006,21445,42.3%,Mark Strahl,Conservateur
Cloverdale--Langley City,59007,2195,4.1%,Scott Anderson,Parti Vert
Cloverdale--Langley City,59007,8463,15.7%,Rebecca Smith,NPD-Nouveau Parti Démocratique
Cloverdale--Langley City,59007,18800,34.8%,Dean Drysdale,Conservateur
Cloverdale--Langley City,59007,24617,45.5%,John Aldag,Libéral
Coquitlam--Port Coquitlam,59008,1014,1.8%,Lewis Clarke Dahlby,Libertarien
Coquitlam--Port Coquitlam,59008,2076,3.7%,Brad Nickason,Parti Vert
Coquitlam--Port Coquitlam,59008,15400,27.3%,Sara Norman,NPD-Nouveau Parti Démocratique
Coquitlam--Port Coquitlam,59008,18083,32%,Douglas Horne,Conservateur
Coquitlam--Port Coquitlam,59008,19938,35.3%,Ron McKinnon,Libéral
Courtenay--Alberni,59009,140,0.2%,Barbara Biley,Marxiste-Léniniste
Courtenay--Alberni,59009,8201,11.7%,Glenn Sollitt,Parti Vert
Courtenay--Alberni,59009,15212,21.8%,Carrie Powell-Davidson,Libéral
Courtenay--Alberni,59009,19714,28.2%,John Duncan,Conservateur
Courtenay--Alberni,59009,26582,38.1%,Gord Johns,NPD-Nouveau Parti Démocratique
Cowichan--Malahat--Langford,59010,340,0.6%,Alastair Haythornthwaite,Marxiste-Léniniste
Cowichan--Malahat--Langford,59010,10462,16.9%,Fran Hunt-Jinnouchi,Parti Vert
Cowichan--Malahat--Langford,59010,14091,22.8%,Martin Barker,Conservateur
Cowichan--Malahat--Langford,59010,14685,23.8%,Luke Krayenhoff,Libéral
Cowichan--Malahat--Langford,59010,22200,35.9%,Alistair MacGregor,NPD-Nouveau Parti Démocratique
Delta,59011,1768,3.2%,Anthony Edward Devellano,Parti Vert
Delta,59011,8311,14.9%,Jeremy Leveque,NPD-Nouveau Parti Démocratique
Delta,59011,18255,32.8%,Kerry-Lynne Findlay,Conservateur
Delta,59011,27355,49.1%,Carla Qualtrough,Libéral
Fleetwood--Port Kells,59012,1154,2.4%,Richard Hosein,Parti Vert
Fleetwood--Port Kells,59012,10463,21.5%,Garry Begg,NPD-Nouveau Parti Démocratique
Fleetwood--Port Kells,59012,14275,29.3%,Nina Grewal,Conservateur
Fleetwood--Port Kells,59012,22871,46.9%,Ken Hardie,Libéral
Kamloops--Thompson--Cariboo,59013,2489,3.6%,Matthew Greenwood,Parti Vert
Kamloops--Thompson--Cariboo,59013,21215,30.4%,Steve Powrie,Libéral
Kamloops--Thompson--Cariboo,59013,21466,30.8%,Bill Sundhu,NPD-Nouveau Parti Démocratique
Kamloops--Thompson--Cariboo,59013,24595,35.3%,Cathy McLeod,Conservateur
Kelowna--Lake Country,59014,9039,14.1%,Norah Mary Bowman,NPD-Nouveau Parti Démocratique
Kelowna--Lake Country,59014,25502,39.8%,Ron Cannan,Conservateur
Kelowna--Lake Country,59014,29614,46.2%,Stephen Fuhr,Libéral
Kootenay--Columbia,59015,4115,6.5%,Bill Green,Parti Vert
Kootenay--Columbia,59015,12315,19.5%,Don Johnston,Libéral
Kootenay--Columbia,59015,23247,36.8%,David Wilks,Conservateur
Kootenay--Columbia,59015,23529,37.2%,Wayne Stetski,NPD-Nouveau Parti Démocratique
Langley--Aldergrove,59016,535,0.9%,Lauren Southern,Libertarien
Langley--Aldergrove,59016,2644,4.4%,Simmi Saminder Kaur Dhillon,Parti Vert
Langley--Aldergrove,59016,7490,12.5%,Margot Sangster,NPD-Nouveau Parti Démocratique
Langley--Aldergrove,59016,21894,36.6%,Leon Jensen,Libéral
Langley--Aldergrove,59016,27333,45.6%,Mark Warawa,Conservateur
Mission--Matsqui--Fraser Canyon,59017,58,0.1%,Elaine Wismer,Marxiste-Léniniste
Mission--Matsqui--Fraser Canyon,59017,914,2%,Wyatt Scott,Indépendant
Mission--Matsqui--Fraser Canyon,59017,2293,5.1%,Arthur Alexander Green,Parti Vert
Mission--Matsqui--Fraser Canyon,59017,9174,20.5%,Dennis Adamson,NPD-Nouveau Parti Démocratique
Mission--Matsqui--Fraser Canyon,59017,15587,34.9%,Brad Vis,Conservateur
Mission--Matsqui--Fraser Canyon,59017,16625,37.2%,Jati Sidhu,Libéral
Nanaimo--Ladysmith,59018,126,0.2%,Jack East,Marxiste-Léniniste
Nanaimo--Ladysmith,59018,14074,19.8%,Paul Manly,Parti Vert
Nanaimo--Ladysmith,59018,16637,23.4%,Mark Allen MacDonald,Conservateur
Nanaimo--Ladysmith,59018,16753,23.5%,Tim Tessier,Libéral
Nanaimo--Ladysmith,59018,23651,33.2%,Sheila Malcolmson,NPD-Nouveau Parti Démocratique
New Westminster--Burnaby,59019,146,0.3%,Joseph Theriault,Marxiste-Léniniste
New Westminster--Burnaby,59019,1368,2.6%,Rex Brocki,Libertarien
New Westminster--Burnaby,59019,2487,4.7%,Kyle Routledge,Parti Vert
New Westminster--Burnaby,59019,10512,20%,Chloé Ellis,Conservateur
New Westminster--Burnaby,59019,15253,29%,Sasha Ramnarine,Libéral
New Westminster--Burnaby,59019,22876,43.5%,Peter Julian,NPD-Nouveau Parti Démocratique
North Okanagan--Shuswap,59020,3608,5.2%,Chris George,Parti Vert
North Okanagan--Shuswap,59020,17907,25.6%,Jacqui Gingras,NPD-Nouveau Parti Démocratique
North Okanagan--Shuswap,59020,20949,29.9%,Cindy Derkaz,Libéral
North Okanagan--Shuswap,59020,27490,39.3%,Mel Arnold,Conservateur
North Vancouver,59021,94,0.1%,Payam Azad,Indépendant
North Vancouver,59021,136,0.2%,Ismet Yetisen,Libertarien
North Vancouver,59021,5015,7.8%,Carleen Thomas,NPD-Nouveau Parti Démocratique
North Vancouver,59021,5350,8.3%,Claire Martin,Parti Vert
North Vancouver,59021,17301,26.9%,Andrew Saxton,Conservateur
North Vancouver,59021,36458,56.7%,Jonathan Wilkinson,Libéral
Pitt Meadows--Maple Ridge,59022,452,0.9%,Steve Ranta,Indépendant
Pitt Meadows--Maple Ridge,59022,2202,4.2%,Peter Tam,Parti Vert
Pitt Meadows--Maple Ridge,59022,15450,29.6%,Bob D'Eith,NPD-Nouveau Parti Démocratique
Pitt Meadows--Maple Ridge,59022,16373,31.4%,Mike Murray,Conservateur
Pitt Meadows--Maple Ridge,59022,17673,33.9%,Dan Ruimy,Libéral
